"","auteurs.0.prenom","date_soutenance","directeurs_these.0.prenom","president_jury.prenom","titres.fr"
"488","Olivier",2004-01-01,"Michel",NA,"L’appropriation du profit : politiques des bonus dans l’industrie financière"
"489","Ulrich",2000-01-01,"Pierre Éric",NA,"La face cachée de l'autonomie : management et performance des équipes autonomes dans deux alumineries, en France et au Canada (Québec)"
"490","Anissa",2004-01-01,"Aïssa",NA,"La réception des télévisions étrangères en Algérie : les enjeux du satellitaire à travers une étude sur la réception des programmes francophones et arabophones à Alger"
"491","Khadidja",2004-01-01,"Burhan",NA,"Intellectuels et intelligentsia en Algérie"
"492","Marylène",2005-01-01,"Jacqueline",NA,"Genre, violences et peur : un autre regard sur les politiques publiques et le sentiment d'insécurité"
"493","Thibaut de",2008-01-01,"Alain",NA,"Corpulence et genre en Europe : le poids des inégalités d'apparence et de santé"
"494","Keltoum",2004-01-01,"Annie",NA,"Le travail et l'évolution de sa valeur dans les cultures judéo-chrétienne et arabo-musulmane : une étude exploratoire de l'Antiquité jusqu'à nos jours"
"495","Raphaële",2007-01-01,"Jean-Pierre",NA,"Organiser des ambulants : une analyse sociologique de la coordination des flux d'hommes, de véhicules, de marchandises"
"496","Stéphanie",2002-01-01,"Bernard",NA,"Le sens de l'engagement associatif : logiques individuelles et logiques sociales de l'action"
"497","Ghada",2002-01-01,"Maxime",NA,"La constitution des Sunnites en tant que communauté au Liban et leur actuation à travers l'école"
"498","Nicole",2011-01-01,"Bruno",NA,"Politiques de genre et féminisme dans le Chili de la post-dictature, 1990-2010"
"499","Pascale",2007-01-01,"Carmen",NA,"Reconstruire l’identité noire : la perspective transatlantique des créateurs de mode vestimentaire noirs (France, États-Unis, Caraïbe, Afrique de l’Ouest)"
"500","Faustine",2002-01-01,"Nicolas",NA,"Les constructions sociales de l'exotisme : comparaison France-Allemagne"
"501","Jean-Aimé",2001-01-01,"Maxime",NA,"La politique de santé maternelle et infantile face aux croyances liées à la maternité au Congo : à travers les pratiques des professionnels de santé et des autres acteurs concernés à Brazzaville"
"502","Boris",2003-01-01,"Philippe",NA,"L'Europe du médicament : expertise, politique et intérêts privés dans la formation et le fonctionnement d'une évaluation européenne des médicaments"
"503","Julien",2010-01-01,"Christine",NA,"La science en projets : régimes de financement et reconfigurations du travail des chercheurs académiques : le cas des sciences et technologies de l'information et de la communication en France (1982-2006)"
"504","Thomas",2004-01-01,"Michel",NA,"Processus de ghettoïsation et mode de socialisation : les ""jeunes de la cité"""
"505","Jacob",2002-01-01,"Shmuel",NA,"La métamorphose ultra-orthodoxe des jeunes juifs du Maroc : l'influence lituanienne du début du XXe siècle jusqu'à l'apparition du phènomène Chass en Israe͏̈l"
"506","Anne-Sophie",2011-01-01,"Alain",NA,"Le masculin et le féminin au prisme de la santé et de ses inégalités sociales"
"507","Élise",2003-01-01,"Catherine",NA,"Les paradoxes de la préférence locale : engagements collectifs et action publique à l'épreuve de l'ethnicisation des rapports sociaux. Montreuil, Seine-Saint-Denis"
"508","Stéphane",2004-01-01,"Pierre",NA,"Autonomie individuelle et précarisation : dispositifs publics et souffrance sociale en classes populaires"
"509","Louis",2003-01-01,"Christine",NA,"Conflits d'environnement et concertation : le cas des lignes THT en France et au Québec"
"510","Déborah",2008-01-01,"Monique",NA,"Les juges des tribunaux de commerce : des magistrats élus et bénévoles, entre monde économique et monde judiciaire"
"511","Eunjoo",2008-01-01,"Françoise",NA,"L’influence du rôle de la femme ayant une activité professionnelle sur la construction des rôles respectifs d’homme et de femme chez les adolescents : Les conséquences sur la culture coréenne"
"512","Blandine",2000-01-01,"Olivier",NA,"Dynamiques spatiales et transformations de la societe, l'exemple des tamang au nepal central"
"513","Karina",2003-01-01,"Jacqueline",NA,"Trabajo y cuidado infantil : un desafío exclusivamente femenino ? Una mirada desde el género y la ciudadanía social"
"514","Sophie",2006-01-01,"Bruno",NA,"Les Forums de discussion des sites web de la presse quotidienne nationale : Entre repositionnement identitaire des journaux et constitution de publics de presse : Etude des articulations entre les pratiques des modérateurs et des participants des forums du MONDE.FR, LIBERATION.FR et du FIGARO.FR"
"515","Najia",2005-01-01,"Anne-Marie",NA,"Art et altérité : l'intérêt en France pour les faits culturels et artistiques du monde arabe"
"516","Ivanne",2010-01-01,"Olivier",NA,"La fiabilité à l'épreuve du feu : la prévention des risques d'accidents majeurs dans une usine Seveso II"
"517","Hiroko",2001-01-01,"Jean",NA,"Étude comparative de l'évolution historique des structures de pouvoir et de la stratification sociale dans les sociétés d'Extrême-Orient (Chine, Japon) et d'Occident à la lumière du couple de concepts pluralisme / monopolisme"
"518","Sonia",2008-01-01,"Sonia",NA,"L' association à la croisée des logiques de professionnalisation et d'engagement : le cas de deux ONG de solidarité avec l'Afrique"
"519","Constant",2001-01-01,"Maxime",NA,"Finance informelle, micro-finance et financement du développement en Afrique à travers la mobilisation de l'épargne et l'organisation du micro-crédit : pratiques des acteurs et viabilité des institutions : étude de cas en Côte-d'Ivoire"
"520","Dominique",2005-01-01,"Alain",NA,"Le don qui guérit : étude des professions de soins et de la relation thérapeutique sous l'angle du paradigme du don"
"521","Wilfried",2005-01-01,"François de",NA,"Donner sens au Pacs : analyse sociologique du Pacte civil de solidarité par son enregistrement"
"522","Cécile",2006-01-01,"Anne-Marie",NA,"Dialectiques et fonctions symboliques de la chanson francophone contemporaine"
"523","Willibald",2003-01-01,"Christian",NA,"Démocratie électorale, indianité et violence révolutionnaire : éléments pour une sociologie régionale de la transition politique dans les Hautes Terres du Chiapas, Mexique (1988-2001)"
"524","Maëlle",2007-01-01,"Jean-Paul",NA,"Nature en politique : mutations : sociologie du travail scientifique dans le projet de parc national en Guyane française (1930 - 2007)"
"525","Yaël",2002-01-01,"Alain",NA,"Au coeur du parcours migratoire, les investissements éducatifs des familles immigrées : attentes et désillusions"
"526","Sylvain",2001-01-01,"Alain",NA,"Les formes sociales de l'apparaître"
"527","Nicolas",2001-01-01,"Maxime",NA,"Les ancêtres noirs ""révolutionnaires"" dans la ville caribéenne d'aujourd'hui : l'exemple de Livingston, Guatemala"
"528","Lorraine",2007-01-01,"André-Marcel d'",NA,"Un miroir de patience : analyse de l'identité cubaine au regard de l'aporie de la Permanence du Même dans le Temps"
"529","Carole",2008-01-01,"Patrice",NA,"Le bruit de la loi : comment les lois deviennent médiatiques"
"530","Bénédicte",2003-01-01,"Rémy",NA,"Le contrôle des élèves au collège : conditions, organisation et pratiques dans quatre établissements contrastés"
"531","Jean-Marie",2002-01-01,"Pierre-Philippe",NA,"Les trajectoires socio-professionnelles des employés au Gabon : cas des employés de banque"
"532","Olivier",2005-01-01,"Norbert",NA,"Pratiques innovatrices et construction du ""sens organisationnel"" : le cas des démarches de qualité"
"533","Paula",2011-01-01,"Danièle",NA,"Syndicalisme et expertise : la structuration d’un milieu de l’expertise au service des représentants du personnel (de 1945 à nos jours)"
"534","Roberto",2006-01-01,"Christian",NA,"Les orphelins de La Vorágine : mémoire, holocauste cauchero et reconstruction culturelle indigène dans le moyen Caquetá (Amazonie colombienne)"
"535","Fabien",2003-01-01,"Jean-Michel",NA,"La recherche urbaine française : un procès de connaissances à la pertinence plurielle : formes d'organisation et travail d'articulation"
"536","Luís Antonio",2001-01-01,"Jean-Pierre",NA,"Apres-fordisme et participation : restructuration productive contemporaine et nouvelle rationalisation du travail dans l'industrie automobile bresilienne"
"537","Farid",2011-01-01,"Aïssa",NA,"L'auteur de génie et l'artiste créateur en Algérie : modèles importés, renversés, repositionnés puis singularisés"
"538","Mireille",2006-01-01,"Catherine",NA,"L'idée républicaine de la discrimination raciste en France"
"539","Marisa",2003-01-01,"Bruno",NA,"L' action politique des organisations corporatives du patronat industriel : le cas des Fédérations des Industries de la région sud du Brésil"
"540","Moussa",2008-01-01,"Sylvaine",NA,"Eau et Développement : Échelles, temporalités, acteurs et enjeux autour de la gestion durable du service public de l’eau en milieu rural au Sénégal"
"541","Françoise",2002-01-01,"Philippe",NA,"Modernisation par l'usager et essor de la logistique de service : le cas de l'ANPE et de la Sécurité Sociale"
"542","Laure",2008-01-01,"François",NA,"Les créatifs de la publicité entre efficience marchande et idéal d'inventivité : genèse et régulation sociale d'une profession"
"543","Alejandra",2002-01-01,"François de",NA,"Le processus de construction identitaire des jeunes espagnols et français : du domicile familial à la vie de couple"
"544","François",2001-01-01,"Catherine",NA,"Entre informatique et organisation : la construction socio-technique de l'informatisation dans une grande entreprise"
"545","Alvaro",2011-01-01,"Emmanuel",NA,"Apprentissage collectif à l’échelle inter-organisationnelle : Le cas des entrepreneurs en biotechnologie"
"546","Albéric",2001-01-01,"Michel",NA,"L' instauration des groupes-projets, leurs mécanismes régulatoires et participatifs dans les entreprises et autres entités sociales : autonomisation dans le travail ou participation dirigée?"
"547","Éric",2000-01-01,"Pierre Éric",NA,"L'action publique locale en mutation : la négociation autour des figures de l'utilisateur des transports collectifs urbains"
"548","Sitapha19..-....",2003-01-01,"Michel",NA,"Processus de l'innovation organisationnelle et manageriale dans la dynamique de l'entreprise"
"549","Xavier",2004-01-01,"Danièle",NA,"Chômage et action collective : luttes dans la lutte : mouvements de chômeurs et chômeuses de 1997-1998 en Bretagne et rapports sociaux de sexe"
"550","Nathalie",2007-01-01,"Françoise",NA,"L'état face au social : la (re)définition des frontières de l'Etat-providence en Suède : une analyse des politiques de prise en charge des personnes âgées dépendantes et des jeunes enfants de 1930 à 2005"
"551","Alexandra",2011-01-01,"Dominique",NA,"Activités, temporalités et processus de subjectivation pendant la procédure d'asile"
"552","Muhammed",2010-01-01,"Louis",NA,"L'inégalité des richesses en Malaisie : analyse de la distribution de la richesse et de ses déterminants parmi les groupes ethniques"
"553","Pierre",2005-01-01,"Bruno",NA,"La matérialité, une emblématique artistique : un mouvement long de Giotto aux installations, sociologie de l'art"
"554","Virginie",2003-01-01,"Michel",NA,"Les ""familiaux"" dans la formation d'une catégorie d'action publique : genèse d'un groupe d'acteurs en 1913 et consolidation institutionnelle sous la Quatrième République"
"555","Celia",2009-01-01,"Bruno",NA,"La ""genderisation"" des politiques sociales au Mexique (1989-2005), images des femmes dans le progresa et dynamique locale d'un ""rancho"" à l'ouest du Mexique"
"556","Marie",2009-01-01,"Alain",NA,"Stratification sociale et générations en Europe centrale postcommuniste"
"557","Léonardo",2008-03-26,"Carmen","Thérèse","Les Bailes Chinos : religiosité et métissages au Chili"
"558","Abdelfettah",2007-12-18,"Michel","Frederik","La reconnaissance de l'économie solidaire"
"559","Cyril",2012-01-26,"Alain","Bruno","Les collectionneurs d'art contemporain : analyse sociologique d'un groupe social et de son rôle sur le marché de l'art"
"560","Laurent",2004-01-01,"Raymond",NA,"Succès et représentations à vocation collective dans les films de fiction américains traitant de la guerre du Vietnam"
"561","Samuel",2014-09-17,"François","Fabian","La poudre de lait, le trader parisien et le commerçant bamakois : une sociologie économique de la mondialisation"
"562","Diane",2013-11-12,"Antoine","Florence","Une production engagée : sociologie des labels, chartes et systèmes participatifs de l'économie solidaire."
