"","auteurs.0.prenom","date_soutenance","directeurs_these.0.prenom","president_jury.prenom","titres.fr"
"502","Clémence",2016-11-16,"Cécile","Patrick","Violences et justice dans les cours de récréation à l'école élémentaire"
"503","Najoua",2016-11-23,"David",NA,"Le corps et ses parures : interrogations des oeuvres de Majida KHATTARI, Shadi GHADIRIAN et Shirin ALIABADI"
"504","Guilhem",2019-06-28,"Vincent","Michèle","Quand les instruments de participation reconduisent l'incapacité politique : le cas de la régulation sociale et environnementale des activités pétrolières en Équateur"
"505","Elsie",2012-12-12,"Florent","Jean-Louis","Pub/Antipub, deux visions du monde ? : sociologie des visions du monde à partir des discours de professionnels de la publicité et de militants antipublicitaires"
"506","Tiana Harivony",2014-11-25,"Gilles","Anne-Marie","Le secteur informel dans les Hautes terres centrales de Madagascar. : le cas de la région Amoron'i Mania"
"507","Fanny",2017-09-21,"Pierre","Nicolas","La « sécurité » en fuite : la construction du contrôle à partir des relations entre groupes dans une raffinerie"
"508","Betty",2013-11-28,"Rémy",NA,"Socio-anthropologie de la polygynie au Ghana : le cas du pays Dagomba"
"509","David",2013-12-09,"Pascale","Bertrand","Aux bords du chez soi : Etude ethnographique des conditions de l'habiter précaire des hébergés"
"510","Marine",2017-12-08,"Pascale","Corinne","Le genre de l'assistance. Ethnographie comparative de l'accueil des femmes sans abri (Saint-Etienne/Montréal)"
"511","François",2011-06-07,"Dominique","Yves","La transmission des compétences professionnelles des aides-soignantes et des préposés aux bénéficiaires dans les organisations gériatriques en France et au Québec : comparaison internationale sur le rôle central de l’intégration à l’organisation comme processus d’habilitation des nouvelles recrues par le groupe de pairs"
"512","Virgínia Lúcia",2013-11-14,"Ewa","Anne-Marie","Retours sur le passé esclavagiste et recompositions identitaires au Brésil à l'époque Lula"
"513","Pierig",2011-01-01,"Bertrand",NA,"Sociologie de l'espace punk indépendant français : apprentissages, trajectoires et vieillissement politico-artistique"
"514","Marilou",2012-01-01,"Isabelle",NA,"Protocoliser, évaluer, contrôler : un défi pour le conseiller technique : les professionnels de la protection de l'enfance à l'épreuve des mutations du social"
"515","Rémi",2013-06-07,"Éric",NA,"Moderniser l’homme par les chiffres : mesures et démesure de la « société de la connaissance » (1945-2012) : Une sociologie critique de la quantification"
"516","Dominique",2016-01-01,"Didier","Dominique","Représentations et vécus des enfants ayant été exposés aux conflits et violences conjugales à l’île de La Réunion"
"517","Caroline",2015-01-01,"Salvador","Erwan","Du cosmos au sujet : étude socio-anthropologique de l’astrologie occidentale contemporaine"
"518","Jeannot",2018-12-06,"Olivier","Valérie","Anthropologie cognitive et l'apprentissage des langues-cultures en situation de diglossie au Gabon"
"519","Ben",2018-12-17,"Sylvie","Christian","Villes transformées, villes contestées : regards croisés sur des luttes gauches-libertaires à Marseille et à Hambourg"
"520","Lionel",2015-04-10,"Denis","François","Sociologie d’une construction préventive du rapport des services de protection de l’enfance aux familles étrangères dans le département de l’Hérault : approche socioéducative de la notion  de risque de danger dans un contexte sécuritaire"
"521","Cédric",2012-06-01,"Jean-Claude",NA,"La confiance dans les regroupements industriels : le cas des télécommunications au Vietnam"
"522","Catalina",2018-10-26,"Marc","Jean-Yves","La reconquête urbaine au Havre : Etude de la gentrification d'un quartier portuaire et industriel et des formes de contestation"
"523","Nihal",2018-09-27,"Florence","Gilles","L'instrumentalisation des risques de catastrophe dans le processus d'urbanisation néolibérale de la ville d'Istanbul : une analyse à partir des quartiers de Sarigöl et Tozkoparan"
"524","Olivier",2012-01-16,"Jean-Marie","Patrick","La sexualité analyseur : théories et politiques des sexualités"
"525","Désiré",2013-09-20,"Gilles","Paul","Sport et société en contexte africain. Analyse des enjeux sociaux du sport-loisir au Cameroun à l'ère de la mondialisation"
"526","Loïs",2011-09-16,"Laurence","Patrick","Habiter le transnational : politiques de l'espace, travail globalisé et subjectivités entre Java, Kuala Lumpur et Singapour"
"527","Jean-François",2011-12-16,"Jacques",NA,"L'entreprise de Soi des délégataires bancaires : la résistance à la déprofessionnalisation et l'impératif d'employabilité : une étude au travers de l’identité professionnelle des personnels d’Etablissements bancaires en charge de l’attribution de crédits"
"528","Alfonsina",2011-07-02,"Angelina",NA,"De la maternité en milieu populaire à Recife : enjeux et arrangements entre dispositifs de régulation et expérience sociale"
"529","Ibrahim",2015-12-07,"Gilles","Maryse","Entre insécurités alimentaires et impératifs culturels au Niger : le cas du département de Gouré en 2005"
"530","Aurélie",2010-01-01,"Denis",NA,"Vers une recomposition de la gouvernance de la qualité de l'eau potable en France : de la conformité sanitaire à l'exigence de qualité environnementale"
"531","Anne-Claudine",2011-11-30,"Dominique","Agnès","Coaching scolaire, école, individu : l'émergence d'un accompagnement non disciplinaire en marge de l'école."
"532","Juliette",2018-11-05,"Annie","Jean-Yves","De ""la catho"" au privé : socio-histoire d'une reconfiguration du service public d'éducation depuis la loi Debré : le cas des Pays de la Loire"
"533","Pauline",2011-09-20,"Angelina",NA,"Passer et quitter la frontière ? : les migrants africains ""clandestins"" à la frontière sud espagnole"
"534","Paul  Edith",2016-01-15,"Martina","Birte","Mécanismes et enjeux de la différenciation sociale des immigrés burkinabe dans la construction d’une citoyenneté en côte d’ivoire. : Cas des habitants du village de Koudougou"
"535","Sylvain",2011-12-12,"Jacques",NA,"Les sens du ""Ren"" : ethnographie d'une école de Tai-chi"
"536","Mahamane Mahaboubou",2016-10-20,"Olivier",NA,"Etat et acteurs islamiques face aux enjeux de l'éducation au Niger : fait religieux et changement social"
"537","Sébastien",2012-01-18,"François",NA,"L'intervention de l'expert psychiatre dans les affaires criminelles : de la production d'un discours à sa participation au jugement : Grand-Duché de Luxembourg et France"
"538","Masayo",2011-06-01,"Daniel",NA,"Mariage ""en plus"" : particularité du mariage au Japon et conceptualisation de la maternité"
"539","Badiaa",2012-05-12,"Michel",NA,"La science algérienne dans les années 1990 : une bibliométrique de la recherche universitaire à travers ses programmes, ses institutions et sa communauté universitaire de 1990 à 1999"
"540","Drissa",2012-05-29,"Ali","Gilles","Fiscalité et Européanité : entre Coopération et Fédération : approche ethnosociologique de la gouvernance internationale, de l’identité et des territoires"
"541","Cornelia",2012-05-04,"Martine",NA,"Le mariage africain, entre tradition et modernité : étude socio-anthropologique du couple et du mariage dans la culture gabonaise"
"542","Mohamed",2018-12-09,"Josiane","Kamel","Finance solidaire, émergence d'institutions de micro-finance : cas de la Kabylie"
"543","Annelise",2012-05-07,"Martine",NA,"Le micro crédit : l'empowerment des femmes ivoiriennes"
"544","Amandine",2016-09-30,"Florence","Rémi","Le changement climatique de la simulation aux modes d'existence : étude de trajectoires climatiques de villes et d'entreprises en Alsace"
"545","Adeline",2011-12-02,"Paul",NA,"Projet managérial de professionnalisation et processus de socialisation au travail : une sociologie des conseillers financiers de La Poste"
"546","Murielle",2012-09-21,"Patrick","Roland","De la vidéoprojection à la vidéosurveillance : une étude sur l'acceptabilité sociale de la caméra"
"547","Virginie",2019-09-23,"David","Philippe","SMALL TOWN BOYS : homosexualité et ruralité"
"548","Nathalie",2011-12-12,"Dominique",NA,"Les usagers récréatifs cachés de cocaïne : analyse des pratiques dans le Nord de la France"
"549","Manuel",2016-12-08,"Roland","Lionel","Des métiers urbains au Cameroun : une analyse sociohistorique en termes de rapports sociaux"
"550","Brice Arsène",2011-12-12,"Rémy",NA,"Cybermigration maritale des femmes camerounaises de Yaoundé vers le Nord-Pas-de-Calais : analyse sociologique et enjeux sociaux d'une migration nouvelle"
"551","Martine",2012-09-13,"Jean-Marc","Michel","La face cachée de la parentalité : une approche sociologique de l'accompagnement de la fonction parentale"
"552","Christine",2012-10-08,"Geneviève",NA,"Expérience de maternité des femmes étiquetées « handicapées mentales » : une situation liminaire permanente"
"553","Boris",2018-11-23,"Bruno","Gilles","De l'isolement social aux territoires sociables : recherche impliquée sur l'intervention sociale en milieu rural, à l'épreuve de l'innovation territoriale"
"554","Fabienne",2018-11-23,"Gilles","Sylvia","Enfances du langage et langages de l'enfance. Socialisation plurielle et différenciation sociale de la petite enfance scolarisée"
"555","Etienne",2016-11-25,"Jean-Louis","Lionel","Guerres civiles du Congo-Brazzaville (1993-1999) : Influences sur les itinéraires de vie, les acteurs et victimes de ces conflits"
"556","Michael",2017-06-20,"Jean-Marie","Angeliki","Pratiques et représentations des langues chantées dans les musiques populaires en France : une approche par trois enquêtes autour du français, de l’anglais et de l’occitan"
"557","Émilie",2012-01-20,"Licia",NA,"Entre protection et surveillance : parcours et logiques de mobilité de jeunes migrants isolés"
"558","Jin",2017-01-26,"Michel","Béatrice","Les réseaux personnels dans la Chine urbaine : une enquête à Chongqing"
"559","Claudine",2011-01-01,"David",NA,"Généalogie de la laideur"
"560","Kenjiro",2012-06-14,"Josiane",NA,"Usage de l'agriculture dans le social : dispositifs, pratiques et formes d'engagement"
"561","Hubert",2015-09-15,"Martine","Frédéric","Santé, précarité et VIH/SIDA à Kinshasa : sociologie de la maladie et de la prise en charge des patients en République Démocratique du Congo."
"562","Jean-Bernard",2012-12-13,"Jean-Marc","Maurice","Le déclin des communes de grands ensembles : effets de la forme urbaine ou de la ségrégation sociale ?"
"563","Caroline",2012-10-22,"Geneviève",NA,"Prise en charge des personnes précaires en médecine générale : un levier dans la lutte contre les inégalités sociales de santé ?"
"564","Francesca",2005-01-01,"Jocelyne",NA,"Les migrant(e)s dans les emplois domestiques en France et en Italie : construction sociale de la relation de service au croisement des rapports sociaux de sexe, de race et de classe"
"565","Myriam",2002-01-01,"José",NA,"Analyse de la formation d'une profession : processus et éléments de reproduction : l'exemple des opérateurs de l'emploi"
"566","Georges",2005-01-01,"Jean",NA,"L'État et le système d'enseignement supérieur et de recherche scientifique au Gabon : contribution à une sociologie des institutions publiques"
"567","Henry Fergus",2009-01-01,"Patrick",NA,"Inventer la cité : une étude de sociologie de l'imaginaire sur la désignation, l'appropriation et la résidence permanente d'un espace délimité"
"568","Mohamed Arafan",2010-01-01,"Véronique",NA,"L'enjeu d'appropriation, par les populations, des projets de développement issus de la coopération décentralisée"
"569","Didier",2006-01-01,"Hervé",NA,"Les professeurs de l'enseignement primaire : entre images et expériences professionnelles, la construction de soi"
"570","Sophie",2000-01-01,"Marcel",NA,"""Temps à-côté"", jeux et pratiques alcoolo-toxico-tabagiques : les significations des effets et des consommations toxiques chez les lycéennes et les lycéens"
"571","Florent",2005-01-01,"Dominique",NA,"Être à sa place : socio-anthropologie de la transmission des savoirs forestiers"
"572","Hammou",2003-01-01,"Bertrand",NA,"Tada : puissance et évanescence : recherche sur la mutation du mode d'existence des Zemmour : contribution à l'étude du changement social dans le Maroc rural"
"573","Christophe",2006-01-01,"Annie",NA,"Handball et symbolismes : étude des joueurs dunkerquois de haut niveau"
"574","Karine",2006-01-01,"Joëlle",NA,"Les repas populaires ou l'authenticité d'une culture alimentaire : analyse sociologique des pratiques alimentaires en milieux populaires"
"575","Sébastien",2007-01-01,"Dominique",NA,"La transmission des savoirs du skateboard à l'épreuve des nouvelles technologies et l'information et de la communication"
